index,street_raw,street,race_of_household
02712.jpg,"so, bunker hill ave",bunker hill ave,white
02699.jpg,bunker hill! ave.,bunker hill ave,white
02720.jpg,bunker klee u,bunker hill ave,white
02724.jpg,so-bonker-hillst,bunker hill ave,white
02722.jpg,so. bunkex will ave,bunker hill ave,white
02723.jpg,so. bunker hill ave,bunker hill ave,white
02721.jpg,bunker hile ve,bunker hill ave,white
02747.jpg,s. bunkcr hill,bunker hill ave,white
02729.jpg,"so, bunker hill ave",bunker hill ave,negro
02728.jpg,so. bunker will ave,bunker hill ave,white
02727.jpg,so.bunker hill ave,bunker hill ave,white
02726.jpg,so. bunker hill ave,bunker hill ave,white
02751.jpg,s. bunker hill,bunker hill ave,white
02732.jpg,bunker hill ave.,bunker hill ave,white
02735.jpg,bunker hill - ave.,bunker hill ave,white
02725.jpg,sa. bunker hill ave,bunker hill ave,white
02766.jpg,s. bunker hillav,bunker hill ave,
02743.jpg,s.bunker hi!,bunker hill ave,white
02738.jpg,s.bunker hill,bunker hill ave,white
02769.jpg,s. bunker hill,bunker hill ave,white
02762.jpg,s. bunker hill,bunker hill ave,
02731.jpg,so. bunker hill ave,bunker hill ave,white
02765.jpg,"s. bunkcr hill
s",bunker hill ave,white
02734.jpg,bunker hill ave.,bunker hill ave,white
02758.jpg,s. bunker hillav,bunker hill ave,white
02737.jpg,s. bunker hill,bunker hill ave,white
02733.jpg,bunker hill aver,bunker hill ave,white
02736.jpg,banker hill aut,bunker hill ave,white
02755.jpg,s. bunker hill,bunker hill ave,white
02750.jpg,s. bunker hill,bunker hill ave,white
02757.jpg,s.bunker hill,bunker hill ave,white
02744.jpg,s.bunker hill,bunker hill ave,white
02768.jpg,s. bunker hill,bunker hill ave,white
02770.jpg,s. bunker hill,bunker hill ave,white
02771.jpg,s. bunker hill,bunker hill ave,white
02761.jpg,s.bunker hi11,bunker hill ave,white
02730.jpg,so. bunker hill ave,bunker hill ave,white
02745.jpg,s. bunker hill,bunker hill ave,white
02773.jpg,s. bunker hill ave,bunker hill ave,white
02776.jpg,s. bunker hill,bunker hill ave,white
02774.jpg,s. bunker hillf,bunker hill ave,
02785.jpg,s. bunker hill ave.,bunker hill ave,white
02801.jpg,s. bunker hill,bunker hill ave,white
02787.jpg,s. bunker hill,bunker hill ave,white
02810.jpg,s. bunker hilla,bunker hill ave,white
02822.jpg,s. bunker hill ave,bunker hill ave,white
02778.jpg,s. bunker hi,bunker hill ave,white
02791.jpg,s. bunker hill,bunker hill ave,white
02814.jpg,s.bunker hill,bunker hill ave,white
02823.jpg,s.bunker hill,bunker hill ave,white
02816.jpg,s. bunker hill,bunker hill ave,white
02802.jpg,s. bunker hill,bunker hill ave,white
02780.jpg,s. bunker hi/lae,bunker hill ave,white
02790.jpg,s. bunker hill,bunker hill ave,white
02817.jpg,s.bunker hill,bunker hill ave,white
02812.jpg,"s.bunker hill
st",bunker hill ave,white
02821.jpg,s. bunker hill ave,bunker hill ave,white
02809.jpg,s. bunker hill,bunker hill ave,white
02786.jpg,s. bunker hill ave.,bunker hill ave,white
02779.jpg,s.bunkcr hill,bunker hill ave,white
02781.jpg,s. bunker hill,bunker hill ave,white
02796.jpg,s. bunker hill,bunker hill ave,white
02829.jpg,s. bunker hill,bunker hill ave,white
02824.jpg,s. bunker hill,bunker hill ave,white
02800.jpg,s bunker hill ave.,bunker hill ave,white
02804.jpg,s. bunkcr hill,bunker hill ave,white
02806.jpg,s bunker hill aves,bunker hill ave,white
02777.jpg,s. bunker hill,bunker hill ave,white
02788.jpg,s. bunker hill,bunker hill ave,white
02827.jpg,s. bunker hill,bunker hill ave,white
02789.jpg,s. bunker hill,bunker hill ave,white
02828.jpg,s. bunker hill,bunker hill ave,white
02835.jpg,s. bunker 115,bunker hill ave,white
02837.jpg,s. bunker hill,bunker hill ave,white
02840.jpg,s.bunkor hill,bunker hill ave,white
02832.jpg,s. bunker hill,bunker hill ave,
02851.jpg,s. bunker hill,bunker hill ave,white
02846.jpg,s. bunker hill,bunker hill ave,white
02844.jpg,s.bunker hill,bunker hill ave,white
02843.jpg,s.bunker hill,bunker hill ave,white
02836.jpg,s. bunker hill,bunker hill ave,white
02842.jpg,"s.bunker hill
st",bunker hill ave,white
02854.jpg,s. bunker hill,bunker hill ave,white
02792.jpg,s. bunker hill,bunker hill ave,white
